Question ID,Question,Option 1,Option 2,Option 3,Option 4,Correct Answer Index,Issues Found
http-headers-10,Which header is used to deliver cookies from server to client?,A firewall configuration,Set-Cookie,A real-time streaming protocol,5432,2,LENGTH: Correct answer is 0.5x shorter than distractors
http-headers-11,Content-Security-Policy primarily helps with what?,"Restricting allowed sources for scripts, styles, and more",Compressing response bodies and extensions,Authenticating requests and extensions,Enabling cross-origin requests,1,LENGTH: Correct answer is 1.6x longer than distractors | FORMAT: Only correct answer contains punctuation
http-headers-2,The Age header indicates what?,How long the server has been up,How old the cached response is in seconds,A data compression protocol,Token expiration time,2,LENGTH: Correct answer is 1.6x longer than distractors
http-headers-3,Which request header advertises the client's preferred response media types?,Accept,389,A protocol for email transmission,5432,1,LENGTH: Correct answer is 0.4x shorter than distractors | OBVIOUS: 2 distractors seem unrelated to question
http-headers-4,Which header carries a unique version identifier for a resource used in conditional requests?,A network monitoring tool,995,ETag,A binary protocol for data transfer,3,LENGTH: Correct answer is 0.2x shorter than distractors
http-headers-5,Which pair correctly describes conditional request headers?,If-None-Match and If-Modified-Since,Accept and Accept-Encoding,Cookie and Set-Cookie,5672,1,LENGTH: Correct answer is 2.1x longer than distractors
http-headers-8,Which header lists supported compression algorithms for the request?,Accept-Encoding,143,110,143,1,LENGTH: Correct answer is 5.0x longer than distractors | FORMAT: Only correct answer contains capital letters | OBVIOUS: 3 distractors seem unrelated to question
http-headers-9,"To request only a portion of a resource (e.g., bytes 0-999), which header is used?",22,Range,Access-Control-Allow-Origin,143,2,LENGTH: Correct answer is 0.5x shorter than distractors | OBVIOUS: 2 distractors seem unrelated to question
istio-traffic-drills-0,Quick: Command to check if Istio sidecar is injected?,kubectl get pods -o yaml | grep sidecar,kubectl get pod <pod> -o jsonpath='{.spec.containers[*].name}',istioctl check pods,kubectl describe pod | grep istio,2,LENGTH: Correct answer is 2.0x longer than distractors | FORMAT: Only correct answer contains punctuation
istio-traffic-drills-1,"Weight math: VirtualService has v1:70, v2:30. After 1000 requests, approximately how many hit v2?",A content delivery system,~300,9000,A web server software,2,LENGTH: Correct answer is 0.2x shorter than distractors
istio-traffic-drills-2,Quick canary rollout sequence - what's the typical progression?,A web server software and extensions,50% → 50% split forever and extensions,5% → 10% → 25% → 50% → 100% with observation between,636,3,LENGTH: Correct answer is 2.0x longer than distractors
istio-traffic-drills-3,Emergency: 503 errors after deploying VirtualService. First check?,Restart most pods service,Check if DestinationRule subsets match VirtualService destinations,Delete the VirtualService service,Increase memory limits service,2,LENGTH: Correct answer is 2.2x longer than distractors
istio-traffic-drills-4,Command to apply 90/10 canary split between v1 and v2?,kubectl set traffic v1=90 v2=10,"kubectl patch virtualservice <name> --type='json' -p='[{""op"":""replace"",""path"":""/spec/http/0/route"",""value"":[{""destination"":{""subset"":""v1""},""weight"":90},{""destination"":{""subset"":""v2""},""weight"":10}]}]'",istioctl set weights 90 10,kubectl scale deployment v2 --replicas=1,2,LENGTH: Correct answer is 6.2x longer than distractors | FORMAT: Only correct answer contains punctuation
istio-traffic-drills-5,What's the Istio resource hierarchy for exposing a service?,Service → Deployment → Pod service,Gateway → VirtualService → DestinationRule → Service,Ingress → Service → Deployment,LoadBalancer → NodePort → ClusterIP,2,LENGTH: Correct answer is 1.6x longer than distractors
k8s-local-troubleshooting-0,Does using Helm instead of kubectl inherently fix deployment issues?,"Yes, Helm makes Kubernetes work","No, Helm is a packaging/templating tool; underlying issues remain",primarily if using Helm v3,primarily if CRDs are involved,2,LENGTH: Correct answer is 2.2x longer than distractors
k8s-local-troubleshooting-1,"On kind, why might a Service of type LoadBalancer stay in 'pending' EXTERNAL-IP?",Because kube-proxy is disabled service,Because kind has no built-in LB; install MetalLB or use NodePort/port-forward,Because DNS (Domain Name System) is broken,Because the Service name is wrong with integrated features,2,LENGTH: Correct answer is 1.7x longer than distractors | FORMAT: Only correct answer contains punctuation
k8s-local-troubleshooting-10,What is a pragmatic way to use large Ollama models in kind?,A microservice architecture,Mount a host directory or use a sufficiently sized PVC for model storage,Use EmptyDir for most large data,A configuration map,2,LENGTH: Correct answer is 2.8x longer than distractors | FORMAT: Only correct answer contains technical notation
k8s-local-troubleshooting-11,Which quick commands form a triage loop for failing workloads?,Kubectl get configmap; kubectl edit cm,Kubectl get pods -A; kubectl describe pod ...; kubectl get events -A; kubectl logs ,Kubectl get ns; kubectl get crd,A lightweight virtual machine,2,LENGTH: Correct answer is 2.5x longer than distractors
k8s-local-troubleshooting-12,What is the effect of using Helm vs kubectl for CRDs?,Helm typically installs CRDs automatically,"CRDs may need to be applied first; Helm charts often include CRDs or hooks, but order still matters",kubectl cannot install CRDs,CRDs do not require any ordering,2,LENGTH: Correct answer is 2.9x longer than distractors | FORMAT: Only correct answer contains punctuation | SEMANTIC: Multiple distractors use absolute terms (often wrong) | OBVIOUS: Multiple negative/none-type distractors
k8s-local-troubleshooting-13,Why might a Pod be stuck in Pending on kind despite valid images?,Missing requests/limits,No nodes available satisfy resource requests or PV requirements,A service endpoint,A Docker container group,2,LENGTH: Correct answer is 2.9x longer than distractors | FORMAT: Only correct answer contains technical notation
k8s-local-troubleshooting-14,What’s an easy way to expose an HTTP app from a Pod in local dev without changing Service type?,Kubectl expose service,Kubectl port-forward deployment/<name> <localPort>:<containerPort>,Kubectl run --rm -it busybox,Kubectl get service service,2,LENGTH: Correct answer is 2.6x longer than distractors | FORMAT: Only correct answer contains punctuation
k8s-local-troubleshooting-2,What is a common cause of ImagePullBackOff in local clusters with large images?,Pod labels are missing,Insufficient disk space or architecture mismatch,A configuration map,A service mesh implementation,2,LENGTH: Correct answer is 2.1x longer than distractors
k8s-local-troubleshooting-3,Which command helps you quickly see scheduling or image pull errors for a Pod?,A service endpoint,A Docker container group,kubectl describe pod <name> -n <ns>,A network policy object,3,"LENGTH: Correct answer is 1.6x longer than distractors | FORMAT: Distractors all start with 'A', correct doesn't"
k8s-local-troubleshooting-8,"On kind, PersistentVolumeClaims may remain Pending if:",There is no default StorageClass or the request exceeds capacity,Kubectl version is too new,A container registry,A persistent storage volume,1,LENGTH: Correct answer is 2.6x longer than distractors
k8s-local-troubleshooting-9,"For Apple Silicon (arm64) Macs, which practice reduces image issues?",typically pull linux/amd64 images,Use multi-arch images or build for linux/arm64 with buildx,A service endpoint,A network policy object and extensions,2,LENGTH: Correct answer is 2.0x longer than distractors
k8s-networking-drills-0,Expose deployment as ClusterIP service?,kubectl expose deployment <name> --port=80 --target-port=8080,kubectl create service <name> --deployment <name>,kubectl service create <name> service,kubectl add service <name> service,1,LENGTH: Correct answer is 1.5x longer than distractors
k8s-networking-drills-1,Test service connectivity from inside cluster?,Kubectl run test --rm -it --image=busybox -- wget -O- <service>:<port>,Kubectl test service <name> service,Kubectl curl <service> service,Kubectl ping service <name> service,1,LENGTH: Correct answer is 2.1x longer than distractors | FORMAT: Only correct answer contains punctuation
k8s-networking-drills-3,Change service from ClusterIP to LoadBalancer?,"kubectl patch service <name> -p '{""spec"":{""type"":""LoadBalancer""}}'",kubectl convert service <name> --type LoadBalancer,kubectl change service <name> LoadBalancer,Must recreate service service,1,LENGTH: Correct answer is 1.6x longer than distractors | FORMAT: Only correct answer contains punctuation
k8s-networking-drills-4,Debug Ingress not routing traffic?,1) Check Ingress rules 2) Verify backend service/port 3) Check Ingress controller logs 4) Test service directly,Just restart ingress controller,8080,995,1,LENGTH: Correct answer is 8.8x longer than distractors | OBVIOUS: 2 distractors seem unrelated to question
kubectl-essentials-drills-0,Quick: Get all pods in all namespaces with their nodes?,Kubectl get pods --all,Kubectl get pods --all-namespaces -o wide,Kubectl get pods -A,Kubectl list pods,2,LENGTH: Correct answer is 2.1x longer than distractors
kubectl-essentials-drills-6,See all events sorted by timestamp?,Kubectl get events --most-namespaces,Kubectl get events --sort-by='.lastTimestamp',Kubectl events --sorted,Kubectl list events --time,2,LENGTH: Correct answer is 1.6x longer than distractors | FORMAT: Only correct answer contains punctuation
message-queues-streaming-0,What is the difference between a message queue and a publish-subscribe pattern?,They are the same pattern,"Queue: one consumer per message, Pub/Sub: consumers per message",Pub/Sub is faster pattern,Queue is more reliable pattern,2,LENGTH: Correct answer is 2.4x longer than distractors | FORMAT: Only correct answer contains punctuation
message-queues-streaming-1,What is Apache Kafka?,995,A distributed event streaming platform,A database management system,A container orchestrator,2,LENGTH: Correct answer is 2.1x longer than distractors
message-queues-streaming-2,What is the purpose of message acknowledgment in queues?,A network routing protocol,To confirm message processing and prevent redelivery,A protocol for email transmission,To compress messages,2,LENGTH: Correct answer is 2.0x longer than distractors | SEMANTIC: Correct answer appears more comprehensive/complete
message-queues-streaming-3,What is a dead letter queue?,A queue for deleted messages,A queue for messages couldn't be processed successfully,993,A data compression protocol,2,LENGTH: Correct answer is 2.8x longer than distractors
message-queues-streaming-4,What is the difference between RabbitMQ and Kafka?,53,"RabbitMQ is a message broker, Kafka is an event streaming platform","Kafka is a message broker, RabbitMQ is streaming",RabbitMQ is faster,2,LENGTH: Correct answer is 2.9x longer than distractors
message-queues-streaming-5,What is message durability?,How long messages last,Persisting messages to disk to survive broker restarts,Message encryption,Message compression,2,LENGTH: Correct answer is 2.7x longer than distractors
message-queues-streaming-6,What is the purpose of partitioning in Kafka?,To separate different message types and extensions,To enable parallel processing and horizontal scaling,To compress messages and extensions,53,2,LENGTH: Correct answer is 1.8x longer than distractors
message-queues-streaming-7,What is exactly-once delivery?,Delivering messages at exact times,"Ensuring each message is processed exactly once, no duplicates or losses",Sending one message at a time,Delivering to exactly one consumer,2,LENGTH: Correct answer is 2.2x longer than distractors | FORMAT: Only correct answer contains punctuation
message-queues-streaming-8,What is a message broker?,A person who handles messages,A Middleware translates messages between formal messaging protocols,A message storage system,A message encryption service,2,LENGTH: Correct answer is 2.5x longer than distractors
message-queues-streaming-9,What is the purpose of consumer groups in Kafka?,To group similar messages and extensions,To enable parallel consumption with automatic partition assignment,To create message categories and extensions,To manage security groups and extensions,2,LENGTH: Correct answer is 1.6x longer than distractors
microservices-patterns-0,What is the Circuit Breaker pattern?,An electrical component pattern,A pattern stops calling a failing service temporarily to prevent cascading failures,A way to break circuits pattern and extensions,A testing pattern pattern,2,LENGTH: Correct answer is 2.4x longer than distractors
microservices-patterns-2,What is the Saga pattern?,A long story pattern,A pattern for managing distributed transactions across services,A logging pattern pattern,A deployment pattern pattern,2,LENGTH: Correct answer is 2.6x longer than distractors
microservices-patterns-3,What is the Sidecar pattern?,A motorcycle attachment pattern,A Deploying helper containers alongside main application containers,A backup service pattern,A database pattern pattern,2,LENGTH: Correct answer is 2.5x longer than distractors
microservices-patterns-4,What is Event Sourcing?,Finding event sources,Storing all changes as a sequence of events instead of current state,Sourcing events from external systems,1433 and extensions,2,LENGTH: Correct answer is 2.6x longer than distractors
microservices-patterns-5,What is CQRS?,Programming language,Command Query Responsibility Segregation - separate models for reads and writes,Common Query Resource System,Centralized Queue Request Service with integrated features,2,LENGTH: Correct answer is 2.2x longer than distractors
microservices-patterns-6,What is the Strangler Fig pattern?,A tree species pattern and extensions,Gradually replacing a monolithic system by building new features around it,Killing old services pattern,A debugging technique pattern and extensions,2,LENGTH: Correct answer is 2.0x longer than distractors
monitoring-observability-0,What are the three pillars of observability?,"CPU (Central Processing Unit), Memory, Disk and extensions","Logs, Metrics, and Traces","Development, Testing, Production and extensions","Alerts, Dashboards, Reports",2,LENGTH: Correct answer is 0.6x shorter than distractors
monitoring-observability-1,What is Prometheus?,110,An open-source monitoring and alerting toolkit,8443,143,2,LENGTH: Correct answer is 13.8x longer than distractors | FORMAT: Only correct answer contains capital letters | SEMANTIC: Correct answer appears more comprehensive/complete | OBVIOUS: 3 distractors seem unrelated to question
monitoring-observability-2,What is distributed tracing?,Copying traces to multiple locations,Tracking requests as they flow through services,Distributing log files,Load balancing traces,2,LENGTH: Correct answer is 1.8x longer than distractors
monitoring-observability-3,What is the purpose of a SLI (Service Level Indicator)?,To indicate service location,Quantitative measure of service behavior,To show service status lights,To indicate service level pricing,2,"FORMAT: Distractors all start with 'To', correct doesn't"
monitoring-observability-4,What is the difference between monitoring and observability?,They are the same thing,"Monitoring tracks known issues, observability helps understand unknown issues",Observability is cheaper than monitoring,Monitoring is more advanced and extensions,2,LENGTH: Correct answer is 2.2x longer than distractors | FORMAT: Only correct answer contains punctuation
monitoring-observability-6,What is the purpose of structured logging?,To make logs look prettier,"To log data in a consistent, parseable format like JSON",To compress log files,A configuration management tool,2,LENGTH: Correct answer is 2.1x longer than distractors | FORMAT: Only correct answer contains punctuation; Only correct answer contains technical notation
monitoring-observability-9,What is an SLO (Service Level Objective)?,Server Load Optimization,Target level of service measured by SLIs,Service Location Object,System Level Operation,2,LENGTH: Correct answer is 1.7x longer than distractors
multi-cloud-drills-0,AWS S3 vs Azure Blob vs GCS naming?,Bucket/Object vs Container/Blob vs Bucket/Object,most use Bucket/Object,most use Container/Blob,A container orchestration service,1,LENGTH: Correct answer is 1.8x longer than distractors
multi-cloud-drills-2,IAM comparison across clouds?,"AWS: Policies, Azure: RBAC, GCP: IAM with roles",Optimizing database queries,primarily AWS (Amazon Web Services) has IAM with integrated features,Microsoft Azure cloud platform has no IAM,1,FORMAT: Only correct answer contains punctuation
multi-cloud-drills-3,Kubernetes managed services?,"EKS (AWS), AKS (Azure), GKE (GCP)",primarily AWS has managed K8s,most use same service name,Kubernetes not available,1,FORMAT: Only correct answer contains punctuation
networking-protocols-0,What is the difference between TCP and UDP?,"TCP is faster, UDP is slower and extensions","TCP guarantees delivery and order, UDP doesn't guarantee either","UDP is encrypted, TCP is not",There is no difference and extensions,2,LENGTH: Correct answer is 1.8x longer than distractors | OBVIOUS: Multiple negative/none-type distractors
networking-protocols-1,What is a CDN (Content Delivery Network)?,A database clustering solution,A network of distributed servers deliver content based on geographic location,A type of VPN (Virtual Private Network) service,A container deployment network,2,LENGTH: Correct answer is 2.2x longer than distractors
networking-protocols-10,What is BGP (Border Gateway Protocol)?,A VPN (Virtual Private Network) protocol,The routing protocol powers the internet,A firewall configuration protocol,A load balancing algorithm,2,"FORMAT: Distractors all start with 'A', correct doesn't"
networking-protocols-11,What is the difference between a proxy and a VPN?,They are the same thing,"Proxy works at application level, VPN encrypts all traffic at network level",VPN (Virtual Private Network) is faster than proxy,Proxy is more secure than VPN (Virtual Private Network),2,LENGTH: Correct answer is 1.8x longer than distractors | FORMAT: Only correct answer contains punctuation | SEMANTIC: Correct answer appears more comprehensive/complete
networking-protocols-12,What is NAT (Network Address Translation)?,5432,A technique maps private IP addresses to public IPs,A network monitoring tool,An encryption protocol,2,LENGTH: Correct answer is 3.0x longer than distractors | FORMAT: Only correct answer contains technical notation
networking-protocols-13,What is the purpose of DHCP?,To encrypt network traffic,To automatically assign IP addresses to devices on a network,To route traffic between networks and extensions,To compress data packets,2,LENGTH: Correct answer is 1.8x longer than distractors | FORMAT: Only correct answer contains technical notation
networking-protocols-14,What is a VLAN?,Virtual Local Area Network - logical network segmentation,Very Large Area Network,Virtual LAN Application,Verified Local Access Node,1,LENGTH: Correct answer is 2.4x longer than distractors
networking-protocols-2,What does the HTTP status code 429 mean?,Internal Server Error,A database query protocol,Too Many Requests,A peer-to-peer file sharing protocol,3,LENGTH: Correct answer is 0.6x shorter than distractors
networking-protocols-3,What is gRPC?,A graphical user interface framework,A high-performance RPC framework using Protocol Buffers,A database query language,636,2,LENGTH: Correct answer is 2.6x longer than distractors | FORMAT: Only correct answer contains technical notation
networking-protocols-4,What is the purpose of a DNS TXT record?,To store website text content,"To store arbitrary text data, often for domain verification or SPF records",To translate domain names to text,To encrypt DNS (Domain Name System) queries,2,LENGTH: Correct answer is 2.1x longer than distractors | FORMAT: Only correct answer contains punctuation
networking-protocols-5,What is WebSocket used for?,Downloading large files,"Full-duplex, persistent communication between client and server",Encrypting web traffic,TCP is newer than UDP and extensions,2,LENGTH: Correct answer is 2.3x longer than distractors | FORMAT: Only correct answer contains punctuation
networking-protocols-7,What is CORS?,Container Orchestration Resource Service,Cross-Origin Resource Sharing - a mechanism for secure cross-domain requests,Centralized Object Repository System,Cloud Operating Resource Standard,2,LENGTH: Correct answer is 2.1x longer than distractors
networking-protocols-8,What port does HTTPS typically use?,A database query protocol,443,A binary protocol for data transfer,A peer-to-peer file sharing protocol,2,"LENGTH: Correct answer is 0.1x shorter than distractors | FORMAT: Distractors all start with 'A', correct doesn't"
networking-protocols-9,What is a subnet mask used for?,Hiding IP (Internet Protocol) addresses,Determining the network and host portions of an IP address,Encrypting network traffic,3306 and extensions,2,LENGTH: Correct answer is 2.1x longer than distractors
nosql-patterns-drills-0,MongoDB: Denormalization reason?,A transaction log,Reduce joins/lookups for better read performance,A database trigger,Improve write performance,2,LENGTH: Correct answer is 2.4x longer than distractors | OBVIOUS: 2 distractors seem unrelated to question
nosql-patterns-drills-1,Redis: Implement rate limiting pattern?,String with counter pattern,Sorted set with timestamp scores and sliding window,List with LPUSH/LTRIM pattern,Both B and C work,4,LENGTH: Correct answer is 0.5x shorter than distractors
nosql-patterns-drills-2,"Cassandra: Primary key (partition_key, clustering_key) determines?",Partition placement and row ordering within partition,A database sharding method and extensions,primarily partition placement,A query optimization,1,LENGTH: Correct answer is 1.8x longer than distractors
nosql-patterns-drills-3,MongoDB: Ensure write to majority of replicas?,WriteConcern: { w: 'majority' },A schema design pattern,A database sharding method,A cache refresh,1,"FORMAT: Only correct answer contains punctuation; Distractors all start with 'A', correct doesn't"
nosql-patterns-drills-5,DynamoDB: Hot partition problem solution?,A schema design pattern,Use composite keys or add random suffix to distribute load,Increase read units primarily,A database backup,2,LENGTH: Correct answer is 2.5x longer than distractors | SEMANTIC: Correct answer appears more comprehensive/complete
nosql-patterns-drills-6,MongoDB aggregation pipeline stage order for performance?,"$match early to reduce documents, $sort before $limit",636,993,Order doesn't matter,1,LENGTH: Correct answer is 6.1x longer than distractors | FORMAT: Only correct answer contains punctuation | OBVIOUS: 2 distractors seem unrelated to question
observability-prometheus-grafana-0,"In a messy repo with many Prometheus/Grafana manifests, what is the first step for a clean dev setup using Istio sample add-ons?",Install kube-prometheus-stack alongside existing manifests,Keep a single source at istio/samples/addons and remove/ignore duplicates and archives,Create a new namespace for each copy and apply most of them,Switch to Datadog and delete Prometheus/Grafana,2,LENGTH: Correct answer is 1.6x longer than distractors
observability-prometheus-grafana-1,"For a quick working dev environment on kind with Istio, which stack should you choose?",Istio's sample add-ons,kube-prometheus-stack (Helm) immediately,Prometheus Operator primarily,Switch to OpenTelemetry Collector primarily,1,LENGTH: Correct answer is 0.6x shorter than distractors
observability-prometheus-grafana-3,What is the recommended way to load custom Grafana dashboards from the repo into Grafana?,Upload them manually in the UI after most deploy,Bundle dashboards into the Grafana image,Create ConfigMaps from the JSON files and mount them; add a provisioning YAML to auto-load,Store JSON in a Secret and let Grafana read secrets,3,LENGTH: Correct answer is 1.9x longer than distractors | FORMAT: Only correct answer contains punctuation
observability-prometheus-grafana-5,How should you standardize Prometheus alerting rules if they live in prometheus-alerts.yaml?,Append the rules to most Deployment as annotations,Package rules into a ConfigMap and mount/reference them from prometheus.yaml,Write them into an environment variable on the Prometheus pod,Create a ServiceMonitor resource (works primarily with Operator),2,FORMAT: Only correct answer contains punctuation
observability-prometheus-grafana-7,"In kind, what is the simplest way to access Grafana locally after deploying the sample add-on?",Expose Grafana as a LoadBalancer service,Create an Ingress resource for Grafana,Kubectl -n istio-system port-forward svc/grafana 3000:3000,Change the Service to NodePort and open a firewall rule,3,FORMAT: Only correct answer contains punctuation
observability-prometheus-grafana-8,How do you verify that Prometheus is scraping targets correctly?,Check that kubectl get pods shows 1/1,Port-forward Prometheus and inspect /targets page; targets should be UP,Run istioctl analyze,Open Grafana and hope metrics appear,2,LENGTH: Correct answer is 2.3x longer than distractors | FORMAT: Only correct answer contains punctuation; Only correct answer contains technical notation
observability-prometheus-grafana-9,"If migrating later to kube-prometheus-stack, what practice avoids conflicts?",Install kps in addition to sample add-ons to compare metrics,Install kps in a dedicated namespace and remove sample add-ons to avoid duplicate Prometheus instances,Keep sample add-ons for Grafana primarily while kps provides Prometheus,Run both and let ServiceMonitors deduplicate,2,LENGTH: Correct answer is 1.7x longer than distractors
performance-optimization-0,What is lazy loading?,Loading resources slowly,Deferring initialization until the resource is needed,Loading with low priority,"TCP is faster for streaming, UDP for file transfer",2,LENGTH: Correct answer is 1.6x longer than distractors | LENGTH: Correct answer is 3.3x longer than distractors | FORMAT: Only correct answer contains punctuation
performance-optimization-1,What is the purpose of a cache?,110,To store frequently accessed data for faster retrieval,22,A load balancing algorithm,2,LENGTH: Correct answer is 5.2x longer than distractors | LENGTH: Correct answer is 2.6x longer than distractors | OBVIOUS: 2 distractors seem unrelated to question
performance-optimization-2,What is Database Query Optimization?,Making queries shorter,"Improving query performance through indexing, query rewriting, and execution planning",Using NoSQL (Structured Query Language) instead and extensions,Deleting slow queries,2,LENGTH: Correct answer is 2.4x longer than distractors | FORMAT: Only correct answer contains punctuation
performance-optimization-3,What is database query optimization?,Making queries shorter,"Improving query performance through indexing, rewriting, and execution planning",A table partition,A table partition and extensions,2,"LENGTH: Correct answer is 3.3x longer than distractors | LENGTH: Correct answer is 3.8x longer than distractors | FORMAT: Only correct answer contains punctuation | FORMAT: Distractors all start with 'TCP', correct doesn't"
performance-optimization-4,What is the purpose of minification?,Making files smaller by removing unnecessary characters,389,Reducing server size and extensions,A data compression protocol,1,LENGTH: Correct answer is 2.5x longer than distractors | LENGTH: Correct answer is 3.1x longer than distractors
performance-optimization-5,What is a memory leak?,Physical damage to memory,When a program doesn't release memory it no longer needs,Losing data from memory,Memory overflow,2,LENGTH: Correct answer is 2.7x longer than distractors
performance-optimization-6,What is the purpose of pagination?,Creating multiple pages,Dividing large datasets into smaller chunks,"TCP works on layer 2, UDP on layer 3",A network routing protocol,2,LENGTH: Correct answer is 1.5x longer than distractors
performance-optimization-7,What is denormalization in databases?,Removing normal data,Adding redundancy to improve read performance,Normalizing in reverse,A query execution plan,2,LENGTH: Correct answer is 2.1x longer than distractors
performance-optimization-8,What is the purpose of a profiler?,Creating user profiles,Analyzing program performance to identify bottlenecks,A protocol for email transmission,A network monitoring tool,2,LENGTH: Correct answer is 2.0x longer than distractors
performance-optimization-9,What is throttling in API context?,Speeding up requests,Limiting the rate of requests to prevent overload,Compressing requests,"TCP is faster for streaming, UDP for file transfer",2,LENGTH: Correct answer is 1.6x longer than distractors
pod-debugging-drills-0,Pod stuck in 'Pending'. First check?,A network policy object,Kubectl describe pod <pod> | grep -A5 Events,Kubectl get pod <pod> -o yaml,Kubectl exec <pod> -- ps,2,LENGTH: Correct answer is 1.7x longer than distractors
pod-debugging-drills-1,Pod in 'ImagePullBackOff'. Quick fixes?,"Just wait, it will resolve","Check image name, registry auth, network access to registry",A service endpoint,A Docker container group,2,LENGTH: Correct answer is 2.6x longer than distractors
pod-debugging-drills-4,Pod can't reach another service. Debug sequence?,1) Check service exists 2) Verify endpoints 3) Test DNS 4) Check network policies,Just restart both pods service,primarily check logs service,Recreate the service service,1,LENGTH: Correct answer is 2.8x longer than distractors | FORMAT: Only correct answer contains technical notation
pod-debugging-drills-5,Debug DNS from inside a pod?,Kubectl exec <pod> -- nslookup <service>,Kubectl dns <service>,Kubectl resolve <service>,A firewall configuration,1,LENGTH: Correct answer is 1.7x longer than distractors
pod-debugging-drills-6,Pod has no shell. How to debug?,Can't debug without shell,Kubectl debug <pod> --image=busybox --target=<container>,A configuration map,A service endpoint,2,LENGTH: Correct answer is 2.7x longer than distractors | OBVIOUS: 2 distractors seem unrelated to question
rbac-security-drills-0,Check if you can create deployments in namespace?,kubectl auth can-i create deployments -n <namespace>,kubectl check permissions deployments,kubectl rbac check deployments,kubectl test create deployment,1,LENGTH: Correct answer is 1.6x longer than distractors
rbac-security-drills-1,Create ServiceAccount with role binding?,kubectl create sa <name> && kubectl create rolebinding <name> --serviceaccount=<ns>:<sa> --clusterrole=<role>,kubectl create service-account <name> --with-role <role>,kubectl sa create <name> --role <role> service,kubectl make serviceaccount <name> service,1,LENGTH: Correct answer is 2.3x longer than distractors | FORMAT: Only correct answer contains punctuation
rbac-security-drills-2,Pod security context for non-root?,"securityContext: runAsNonRoot: true, runAsUser: 1000",security: nonRoot: true,podSecurity: user: 1000,A network policy object,1,LENGTH: Correct answer is 2.3x longer than distractors
rbac-security-drills-3,List all cluster roles with 'create pods' permission?,Kubectl get clusterroles -o yaml | grep -B5 'pods' | grep -B5 'create',Kubectl rbac list --permission 'create pods',Kubectl find roles --verb create --resource pods,A Docker container group,1,LENGTH: Correct answer is 1.8x longer than distractors
rbac-security-drills-4,NetworkPolicy to allow only from specific namespace?,Ingress: from: namespaceSelector: matchLabels: name: <namespace>,Allow: namespace: <name>,Ingress: allowFrom: <namespace>,Network: from: <namespace>,1,LENGTH: Correct answer is 2.4x longer than distractors | SEMANTIC: Multiple distractors use absolute terms (often wrong)
rbac-security-drills-5,Pod can't pull image from private registry. Fix?,Add imagePullSecrets to pod spec referencing docker-registry secret,Make registry public,Add credentials to pod directly,Use public images primarily,1,LENGTH: Correct answer is 2.6x longer than distractors
registry-image-drills-0,Push to private registry?,docker tag <image> <registry>/<image>:<tag> && docker push <registry>/<image>:<tag>,docker push <image> --registry <registry>,docker upload <image> to <registry>,docker publish <image>,1,LENGTH: Correct answer is 2.5x longer than distractors | FORMAT: Only correct answer contains punctuation
registry-image-drills-1,Login to Docker registry?,docker login <registry> -u <user> -p <pass>,docker auth <registry>,docker connect <registry>,docker registry login,1,LENGTH: Correct answer is 1.9x longer than distractors
registry-image-drills-4,Multi-architecture image (ARM + x86)?,"Docker buildx build --platform linux/amd64,linux/arm64 -t <image> --push ",Docker build --arch most,Build separately and push both,A infrastructure provisioning tool,1,LENGTH: Correct answer is 2.5x longer than distractors | FORMAT: Only correct answer contains punctuation
registry-image-drills-6,List all image tags in registry?,curl -s https://<registry>/v2/<image>/tags/list,docker search <registry>/<image>,docker tags <registry>/<image>,docker list tags,1,"LENGTH: Correct answer is 1.8x longer than distractors | FORMAT: Only correct answer contains punctuation; Distractors all start with 'docker', correct doesn't"
resource-management-drills-0,"Set memory request=256Mi, limit=512Mi via kubectl?",kubectl set resources deployment <name> --requests=memory=256Mi --limits=memory=512Mi,kubectl resources deployment <name> memory=256Mi:512Mi,kubectl update deployment <name> --memory 256Mi-512Mi,kubectl memory deployment <name> 256Mi 512Mi,1,LENGTH: Correct answer is 1.7x longer than distractors
resource-management-drills-1,View actual resource usage vs requests/limits?,Kubectl describe pod,Kubectl top pod <pod> && kubectl get pod <pod> -o yaml | grep -A4 resources,5432,A data compression protocol,2,LENGTH: Correct answer is 4.4x longer than distractors
resource-management-drills-2,Pod evicted. Most likely reason?,CPU (Central Processing Unit) too high,Node disk pressure or memory pressure,A configuration map,A service endpoint,2,OBVIOUS: 2 distractors seem unrelated to question
resource-management-drills-3,HPA not scaling. First check?,Kubectl get hpa <name> - check metrics and targets,Upgrading to SSD storage,Increase replicas manually,Optimizing database queries,1,LENGTH: Correct answer is 1.9x longer than distractors
rest-graphql-grpc-1,When should you use gRPC over REST?,For most web applications,"For high-performance, low-latency service-to-service communication",For browser-based applications,"rarely, REST (Representational State Transfer) is typically better",2,LENGTH: Correct answer is 1.6x longer than distractors
rest-graphql-grpc-2,What is the N+1 problem in GraphQL?,Making N+1 API (Application Programming Interface) calls,Fetching a list then making separate queries for each item's related data,Having N+1 resolvers,A network routing protocol,2,LENGTH: Correct answer is 2.1x longer than distractors
rest-graphql-grpc-3,What are REST API maturity levels (Richardson Maturity Model)?,"Beginner, Intermediate, Advanced, Expert","Level 0: POX, Level 1: Resources, Level 2: HTTP Verbs, Level 3: HATEOAS",REST doesn't have maturity levels,22,2,LENGTH: Correct answer is 2.8x longer than distractors
